id,product_name,insurance_code,price,commission_rate_a,commission_rate_b,commission_rate_c,standard_code,unit_packaging_desc,unit_quantity,remarks,status,created_at,updated_at,base_month
1f23ad0c-46ce-4edb-8b9e-a8a6098cf0cf,엑시캄캡슐7.5mg,653802160,270,0.43,0,0,8806538021638,100캡슐/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
04018bba-7521-41df-924c-580565e1d645,레보라정 25mg,653800330,119,0,0,0,8806538003306,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
cdf55baa-4286-4b74-b6d7-92ad2b0d6471,트라글립틴듀오정2.5/500mg,653806280,338,0.3,0.35,0,8806538062853,30정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
369948a6-d9e9-402d-a96e-4549e75e9396,트라글립틴듀오정2.5/1000mg,653806300,344,0.25,0.25,0,8806538063041,200정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
e23be0ad-142c-45ca-9336-66984972161a,네오스타정40/5mg,653805360,600,0.5,0.5,0,8806538053608,(소분),120,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
348ec399-1256-4f52-a868-f0961cb49f33,신코나졸캡슐,653801760,1784,0.5,0.65,0,8806538017617,30캡슐/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
f3b46afd-4777-4787-a2b3-82f108c49361,신일트리메부틴말레산염정 100mg,653801090,58,0.2,0.2,0,8806538010908,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
7c4e39c3-9c5d-4fb5-9ac2-50c57f94c096,자누메티아엑스알서방정100/1000mg,653806160,572,0.3,0.3,0,8806538061627,200정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
e43e8575-3bfb-411b-95cc-d1b171a1178e,스티모린에스크림,653800890,4180,0.4,0,0,8806538060019,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
f19a84a2-a519-4864-bfad-ac8238c07a3a,리피칸정 40mg,653803460,1264,0.45,0.6,0,8806538034607,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
a4ec0b4a-df2e-4494-99df-e35fa3cd7156,네오반정 80mg,653803180,525,0.48,0.48,0,8806538031842,30정/병,5,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
17f822b2-d29e-4844-9b1b-0524d40c2dc9,신일트리메부틴말레산염정 200mg,653801100,64,0,0,0,8806538011080,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
78226754-c441-4616-9546-365d88ee08fe,프라빅정 75mg,653802750,632,0.5,0.6,0,8806538027524,300정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
c19afece-b14a-4846-870c-bea76a599075,포시글리듀오서방정10/1000mg,653806260,512,0.25,0.25,0,8806538062600,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
112171a9-283c-481c-9d00-2ab3d0992736,네오반정 160mg,653806240,898,0.48,0.48,0,8806538062402,(소분),30,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
1e627823-acf6-4ebd-96b2-2e9a07068422,메코민캡슐,653800570,50,0.1,0,0,8806538005751,180캡슐/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
060a9199-a8a2-4b10-b0bb-b6bf7bc31530,신일트리메부틴말레산염정 100mg,653801090,58,0.2,0.2,0,8806538010915,10정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
503aa11e-3927-4395-ad28-056c79b6b4a5,자누메티아정50/1000mg,653806200,377,0.3,0.36,0,8806538062020,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
9b27c752-7553-4f2a-ac88-9d6b87defcbf,엑세트라정,653802140,162,0.4,0.4,0,8806538021430,300정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
ff3c3115-9ade-4c26-a668-f992e6548a59,신일세티리진정,653801190,161,0.4,0.45,0,8806538011950,500정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
5bfe861c-a398-4274-8377-457768363b90,레오빌정 25mg,653800360,182,0.45,0.45,0,8806538003665,100정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
e1f0aba1-b9e4-48b5-8cef-e176c5152fb9,리피칸정 20mg,653801380,712,0.45,0.65,0,8806538013800,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
76adff86-e52e-41ba-b3d3-3236c4382997,포시글리듀오서방정10/500mg,653806270,473,0.25,0.25,0,8806538062716,30정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
e3a74382-b81b-4f37-8a7d-90f1abb71871,네오반정 160mg,653806240,898,0.48,0.48,0,8806538062426,100정/병,1,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
a29f69dc-2ea1-4fb9-88f1-6054d45e7212,트라글립틴듀오정2.5/850mg,653806290,338,0.25,0.25,0,8806538062945,200정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
7aa6a601-fb96-4496-abdb-608674245630,포시글리듀오서방정10/500mg,653806270,473,0.25,0.25,0,8806538062723,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
590e3b60-6094-48d7-b833-2e74d251ca96,네오반정 160mg,653806240,898,0.48,0.48,0,8806538062419,30정/병,300,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
047a8ffd-b015-4f5e-812f-125dace54e4e,신에소메정20mg,653805100,764,0.45,0.6,0,8806538051000,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
033bac49-3818-492a-8e4f-4a5657556b02,신일아시클로버정,653801340,625,0.45,0.52,0,8806538013411,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
9dc9621c-d46d-4fb6-b943-500a2d7f6bf3,자누메티아엑스알서방정50/500mg,653806190,381,0.35,0.35,0,8806538061900,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
d238c4ef-baf2-452a-a6f5-46bdef112593,신일피리독신정 50mg,653801720,23,0,0,0,8806538017204,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
7175fe22-4fc4-401c-b4cb-902287176710,로타젯정10/10mg,653805810,1063,0.47,0.48,0,8806538058115,30정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
7e8797a0-ca35-419c-8014-554809a1afaa,엑시캄캡슐7.5mg,653802160,270,0.43,0,0,8806538021607,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
68387d25-3d1a-4ffa-892a-74b671f1ac3f,신일아테놀올정 50mg,653801360,186,0,0,0,8806538013626,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
573bb3c5-f0a5-4914-bc9c-e2ea64104ba1,로피타정 2mg,653805290,477,0.45,0.42,0,8806538052922,100정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
4c062fb7-d742-4fab-b6b4-33daf4a89c5a,탐시원서방캡슐 0.4mg,653805730,675,0.38,0.35,0,8806538057323,100캡슐/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
3d3ed7bf-3aee-400b-9014-790613a850d9,네오반정 160mg,653806240,898,0.48,0.48,0,8806538062402,(소분),30,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
27aa35c5-458b-4a0f-a834-01259e2cb99c,하이엘정 10mg,653804410,612,0.45,0.6,0,8806538044132,90정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
de2fe7f0-da54-44a6-9dd8-1da5d6d16f37,프리린캡슐 75mg,653804720,549,0.48,0.45,0,8806538047225,60캡슐/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
3578f81e-2f31-4016-97ee-c2f809fac2c5,트레스오릭스포르테캡슐 1mg,653805010,226,0.2,0,0,8806538050157,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
7a8a283d-a4c8-490b-afd0-fe2d2c5b0423,신일엠정 500mg,653801400,22,0,0,0,8806538014029,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
55ebf10c-bcdc-459c-89f2-e4036a03e1b3,신일세파클러수화물캡슐,653801210,438,0.38,0.4,0,8806538012131,100캡슐/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
a13a10af-8851-4d14-bead-c9e21efbeb11,트라글립틴듀오정2.5/500mg,653806280,338,0.3,0.35,0,8806538062839,100정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
fda6bca1-d2ee-4a88-8cf0-9ff2081eef08,신일모노독시엠캡슐,653801140,141,0.12,0,0,8806538011400,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
c2a2c716-d0f5-419a-b6d8-2129fbef3270,테글리엠서방정20/1000mg,653806030,665,0.2,0.25,0,8806538060316,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
f362085d-85cd-4145-9e5a-ce776bc09143,맥스케어알파정,653804520,277,0.05,0,0,8806538045214,60정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
169aa90f-fad5-45cf-971e-745b29b77e06,신코나졸캡슐,653801760,1784,0.5,0.65,0,8806538017655,30캡슐/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
c26fa940-a4ca-47d3-914a-34c9a1eb3fd4,디누보패취10,653804860,1586,0.3,0.3,0,8806538048611,1매/포,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
96c32131-be1d-43cd-b9fd-d65f8384d8a1,리노스틴서방캡슐,653800440,262,0.1,0.1,0,8806538004426,100캡슐/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
8442b133-7340-4970-a9ee-93da60717e60,셀코빅스캡슐,653805250,521,0.43,0.55,0,8806538052526,100캡슐/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
5ae19d6c-8734-4372-b148-38d7e429fb7d,신일트리메부틴말레산염정 100mg,653801090,58,0.2,0.2,0,8806538010984,90정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
da850b86-b512-4d9c-a28a-19d8889eb90b,안플업서방정 300mg,653805450,1009,0.45,0.5,0,8806538054520,100정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
12027a14-4d84-4165-b2d1-5c730bdde360,자누메티아엑스알서방정100/1000mg,653806160,572,0.3,0.3,0,8806538061610,28정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
26639e8d-95b5-415a-9e62-c29de5ea01b4,자누메티아정50/850mg,653806210,371,0.3,0.36,0,8806538062136,200정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
dd24988a-9277-446c-818b-2e525980a98b,엑스포텐정10/160mg,653804880,959,0.5,0.48,0,8806538048826,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
e51b0ebe-330d-4ec7-befa-bc2a6614046c,신코나졸캡슐,653801760,1784,0.5,0.65,0,8806538017600,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
17a4ed09-c624-48f2-bd5c-ca553286e332,신일세파클러수화물캡슐,653801210,438,0.38,0.4,0,8806538012148,500캡슐/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
2641f137-247c-4504-9212-3078cbf007e9,신일모노독시엠캡슐,653801140,141,0.12,0,0,8806538011455,100캡슐/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
a682476f-f373-42f8-b4b5-b085d674c754,레보트로서방정,653805950,189,0.35,0.3,0,8806538059525,300정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
2c80139f-56aa-49ce-bcf7-7a370f89e58c,네오텔미정 40mg,653805330,362,0.42,0.4,0,8806538053301,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
0ee336c4-9b46-4375-b75b-809ad68c7983,네오반정 80mg,653803180,525,0.48,0.48,0,8806538031859,100정/병,10,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
1d4f717c-344b-485d-bc86-538885597cf8,테노브이정,653805260,2505,0.45,0.47,0,8806538052601,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
44fa384e-396e-4481-b728-e38252f8e9c1,트라글립틴정 5mg,653806250,402,0.4,0.5,0,8806538062518,28정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
b63513f8-b59b-4c6d-94f1-477b4c660197,트라글립틴정 5mg,653806250,402,0.4,0.5,0,8806538062549,90정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
1fa8ecb8-cf49-4ae1-8ee8-c20c492bc9af,그리펜-에스정 300mg,653800060,115,0.3,0.35,0,8806538000619,30정/병,1,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
1f2abd97-0e51-4ba0-b932-39c323d644d9,그리펜-에스정 300mg,653800060,115,0.3,0.35,0,8806538000602,(소분),300,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
63b04024-7f6a-492f-9863-bfa651f03492,트라글립틴듀오정2.5/500mg,653806280,338,0.3,0.35,0,8806538062822,60정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
de3318b7-9a12-4c7b-9ab1-dbcc5e050210,레보원정,055100040,114,0.2,0.25,0,8800551000410,300정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
30603f34-6893-4782-8775-b57d45210205,신노바핀정 5mg,653800900,355,0.45,0.55,0,8806538009025,100정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
74d784ee-ef01-44b0-a70b-9d539fe5d2ab,가모피드정 5mg,653800020,103,0.43,0.45,0,8806538000220,500정/병,30,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
9579203c-9234-43a9-9784-0b0e22238286,네오스타정40/10mg,653805340,648,0.5,0.5,0,8806538053417,30정/PTP,100,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
22036545-5b78-45be-b97f-e9feca53c827,레바드린정 100mg,653800320,103,0.32,0.35,0,8806538003214,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
67c29926-182e-46b7-9b9a-53cae829e076,자누메티아엑스알서방정50/1000mg,653806180,420,0.3,0.3,0,8806538061825,200정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
a726de0f-86ae-46c7-85a7-cb25336dbc11,신일세파클러수화물캡슐,653801210,438,0.38,0.4,0,8806538012100,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
b447b515-055f-4596-81b8-8298e253c31e,악세푸정,653801970,637,0.3,0.3,0,8806538019758,50정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
fa9534d0-bb2c-4c9d-a8d6-2dc6714bea52,자누글리아정 50mg,653806130,301,0.4,0.4,0,8806538061313,28정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
754df423-c134-4d2f-ada8-e4e7b8333953,리피젯정10/10mg,653805900,637,0.47,0.5,0,8806538059006,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
4ef1532f-b4ca-4ca8-bef1-1fbe1327501d,에티브정,653805240,480,0.33,0.3,0,8806538052403,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
84caa573-5922-4b9e-9ff9-9fd1991bf166,신일트리메부틴말레산염정 100mg,653801090,58,0.2,0.2,0,8806538010946,1000정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
535ab13b-55ab-4131-93f7-9b23a4e9f2f1,베포케어정,653805460,126,0.32,0.3,0,8806538054612,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
0a101039-33cf-458d-85a1-cd39d5d2d2fe,엑세트라세미정,653802130,107,0.4,0.4,0,8806538021317,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
30ca02f3-6f21-4c37-8006-7e2735e2ed0e,다이뉴시드정 480mg,653805560,832,0.3,0.4,0,8806538055602,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
bc593edd-4f3f-4dbb-a7fb-11b284d60804,판스틴정,653806230,88,0.05,0,0,8807000000000,10T*30,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
60586286-51fc-49db-ae63-9f0fe60d26c5,프라빅정 75mg,653802750,632,0.5,0.6,0,8806538027531,5정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
ff213c71-f5f8-4154-bb21-505d66bd34ea,악세푸정,653801970,637,0.3,0.3,0,8806538019734,10정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
578fada6-e68f-4249-b2a2-c72ccc2ecd3e,맥스케어액트정,653805970,275,0.1,0,0,8806538059709,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
e099e482-5f3b-42cc-ae0d-41d1d45684ba,레오빌정 25mg,653800360,182,0.45,0.45,0,8806538003641,90정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
c699d00c-e0a5-4e99-a003-d78923250094,에이퀴스정 5mg,653805710,633,0,0.35,0,8806538057118,60정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
cb29930c-6523-45d8-9914-6d3563fb1015,가모피드정 5mg,653800020,103,0.43,0.45,0,8806538000206,(소분),1,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
3e155f7a-4fb6-4142-8469-eacfda685c29,테글리엠서방정10/750mg,653806040,334,0.2,0.25,0,8806538060415,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
29cdb9e1-50c1-4f68-bd42-240dbda7b464,맥스케어프리미엄정,653804930,302,0.05,0,0,8806538049304,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
36487c6f-c2b0-47c4-85f3-8cc9aaf89412,디누보패취5,653804850,1283,0.3,0.3,0,8806538048536,30매/포,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
f9bacb71-c4dc-462c-a27f-beb3a5bfc512,네오텔미정 80mg,653805320,487,0.42,0.4,0,8806538053202,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
b5375dd2-a0f6-416d-af0c-1e56d35dee47,하이엘정 10mg,653804410,612,0.45,0.6,0,8806538044118,28정/Alu-Alu,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
80e1b60e-2b48-48e1-963c-50b9ec11028f,프로나지액 25mL,653805641,275,0.1,0.1,0,8806538056425,20포/포,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
7af87bb3-68a3-4357-b002-49f7e2867beb,포시글리정 10mg,653806070,393,0.4,0.4,0,8806538060736,28정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
a10c5fcf-ae7b-46ff-a9c0-6cd811ee5a88,코린시럽 500mL,653802381,11,0,0,0,8806538023816,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
21b07856-91de-45c3-8c3d-cb1a534dfc8e,디누보패취5,653804850,1283,0.3,0.3,0,8806538048505,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
92739976-5a80-4aef-b327-5bfb48421807,신일세파클러수화물캡슐,653801210,438,0.38,0.4,0,8806538012155,30캡슐/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
c7753850-927f-4bd5-a242-2eb2563d2731,자누메티아정50/500mg,653806220,371,0.3,0.36,0,8806538062211,56정/PTP,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
c62fea47-2374-41ac-980b-e1b723a44a26,신일아테놀올정 50mg,653801360,186,0,0,0,8806538013640,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
e44244e4-9e15-4f78-87cb-99df360dd27a,디누보패취10,653804860,1586,0.3,0.3,0,8806538048604,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
f6160f65-a709-4eb8-8c1d-39b0d8b87f30,포시글리듀오서방정10/1000mg,653806260,512,0.25,0.25,0,8806538062624,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
9eb61df2-6601-4700-aa72-e92fa85079fa,하이엘정 5mg,653804980,346,0.45,0.5,0,8806538049830,90정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
0b4a0aa4-aa16-452a-92cf-eaee8d75ca6e,무코신일정 200mg,653800620,70,0,0,0,8806538006208,"",0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
ee54eadb-6a74-46f5-8d9e-93253ded0325,에이낙정,653802100,188,0.4,0.55,0,8806538021010,30정/병,0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
7621f604-b1c0-41ed-8f9f-aa32090c2276,맥스케어알파정,653804520,277,0.05,0,0,8806538045207,(소분),0,"",active,2025-07-21 06:02:15.780494+00,2025-07-21 06:02:15.780494+00,2025-07
